I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,スーパー（役員）,お客様の様子,・新型コロナウイルスの感染拡大に伴い、小中学生の昼食、外食自粛による内食化などの需要があり、売上が伸びている。
,,○,その他専門店［医薬品］（経営者）,販売量の動き,・このような混乱状況のなかではあるが、ここ数年で一番の景気の良さとなっている。マスク、消毒関連商材が納入されない状況にあるものの、免疫強化、滋養関連商材の売上が伸びている。特記に値する事態であり、日頃の地味な啓もう活動がようやく実を結んだと捉えている。
,,○,通信会社（企画担当）,来客数の動き,・北海道の緊急事態宣言により、３月19日まで外出自粛が周知されていたことで、来客数が例年の４割減となり、通信端末の販売量も大幅に落ち込んでいたが、緊急事態宣言終了後は来客数が例年の２割減程度まで持ち直してきている。
,,□,スーパー（企画担当）,販売量の動き,・新型コロナウイルスの感染予防により、内食需要が盛んになっている。総菜や加工食品の売上が10％以上伸びている。
,,□,スーパー（役員）,来客数の動き,・学校の休校や外食から内食への変更により、売上が大きく伸びている。ただし、ここ数か月、来客数は大きく変わらず推移していることから、現状の売上増は景気が上向いているためとは考えられない。
,,□,コンビニ（エリア担当）,それ以外,・景気自体は悪くなっているとみられるが、コンビニ業態としては巣籠り消費などの影響で買いだめなどの需要が発生しており、売上に大きな変化はみられない。
,,□,美容室（経営者）,販売量の動き,・３月の売上は前月と比べて若干上向いている。ただし、前年と比べると５％程度のマイナスとなっている。
,,▲,商店街（代表者）,お客様の様子,・客の反応は決して良いものではない。新型コロナウイルスの影響がにじみ出ている。
,,▲,スーパー（店長）,お客様の様子,・新型コロナウイルスの影響もあり、外出を控える傾向が少なからずみられる。また、衣料品、住居用品などは必要最低限の購入に抑えられており、不要不急ではない商材は需要が低下したままとなっている。
,,▲,コンビニ（エリア担当）,お客様の様子,・観光客が大幅に少なくなっており、それに伴い、店舗への来客数も大きく減少している。
,,▲,コンビニ（エリア担当）,来客数の動き,・新型コロナウイルスの影響が大きく、前年と比較して来客数が悪化している。一方、客が大型店の人混みを避けていることで、スーパーマーケットで購入するような商材、保存が効く商材が売れており、客単価が上昇している。ただし、こうした動きには仮需の要素も含まれているため、長期的には続かない。
,,▲,家電量販店（店員）,来客数の動き,・３月に入ってから客足が落ちている。客は午前中に必要な用事を済ませており、午後になると客足が止まる。来客数は前年を大幅に下回っている。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型コロナウイルスの影響が出始めている。
,,▲,乗用車販売店（従業員）,来客数の動き,・３月は決算時期であるが、新型コロナウイルスの影響で来客数が減っている。前年と比べると、来客数は２～３割減となっており、客の動きがやや鈍くなっている。
,,▲,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が急落しているなか、新型コロナウイルスの感染拡大に伴う自粛の影響で販売量が減少している。
,,×,商店街（代表者）,来客数の動き,・新型コロナウイルスの影響で、北海道による緊急事態宣言が出されたこともあり、商店街では今までに見たこともないほど、人出のない状況が続いている。飲食店や商店などは売上ががた落ちであり、誰もが悲鳴を上げている。
,,×,商店街（代表者）,来客数の動き,・２月以降、来街者が激減している。公共交通機関の利用者も、自家用車の利用者も前年を下回っており、ふだんの月と比べて少なくなっている。周辺住民の来街も５～６割程度まで落ち込んでいる。区域内の夜型飲食店では予約の取消しが相次ぎ、昼夜を問わず売上が大きく減少している。
,,×,商店街（代表者）,来客数の動き,・戦後、最悪の経済状態にあり、過去に経験がないほどの落ち込みとなっている。新型コロナウイルスの感染拡大を防ぐために出された北海道の緊急事態宣言を機に、スーパー、ホームセンター、薬局を除いた全ての業種で売上が前年の50％を割り込むようになっている。特に酒を提供する飲食店では、月末に近づくにつれて売上が悪化しており、前年の10～20％まで下落している。ひどい店では１人も客の来ない日が数日にも及んでいる。また、売上減少により運転資金が回らなくなっている店舗もみられ、これ以上の融資は破滅につながることからできず、廃業するための資金もないことから、もう夜逃げをするしかないところまで追い詰められている。この先、商店街の会費を負担できない店舗も続出しそうであり、商店街運営も危ぶまれる。
,,×,商店街（代表者）,販売量の動き,・新型コロナウイルスの感染が拡大しているなか、景気が良くなるわけがない。
,,×,一般小売店［土産］（経営者）,来客数の動き,・当店の周りは外国人観光客がゼロとなり、ゴーストタウンのようになっている。３月の売上は前年比26％であり、週単位でみると、悪いときは前年比17％まで落ち込んでいた。５店舗で36人の社員がいるが、売上は１日10万円にも届かない。
,,×,一般小売店［土産］（経営者）,来客数の動き,・新型コロナウイルスの影響で、外国人観光客がゼロに近い状態まで落ち込んでいる。また、国内で感染が広まってきていることから、国内客も出張、観光共に落ち込みが生じている。ある航空会社によると、利用客が前年の３～４割という状況が続いているそうである。
,,×,一般小売店［酒］（経営者）,お客様の様子,・新型コロナウイルスの流行が全てであり、景気は悪くなっている。
,,×,百貨店（売場主任）,来客数の動き,・新型コロナウイルスの影響で、外国人観光客、国内客にかかわらず、来客数が激減している。外国人観光客の来店はほとんどみられず、国内客は来店しても用事が済んだらすぐに帰宅するケースが多く、買い回りが減り、客単価の低下につながっている。
,,×,百貨店（販売促進担当）,来客数の動き,・新型コロナウイルスまん延に伴う行動自粛の影響で、来客数が激減している。また、滞留時間も減少し、客単価も低下するなど、全ての指標がマイナスとなっている。
,,×,百貨店（役員）,お客様の様子,・来客数が減少している。買上客数はそれ以上に減少している。
,,×,百貨店（営業販促担当）,来客数の動き,・北海道による緊急事態宣言以降、来客数が大幅に減少している。特にメインとなる年配客で影響が大きい。予定されていたイベントなどが中止されたことも影響し、スーツ、コート、雑貨が動いていない状況にある。
,,×,スーパー（店長）,それ以外,・新型コロナウイルスの影響により、景気は大きく悪化している。回復の兆しも見えない。
,,×,スーパー（企画担当）,お客様の様子,・食品スーパーとしては、２月最終週以降、巣籠り消費にも支えられ、売上が好調に推移しているが、新型コロナウイルスの影響という一過性の要因によるものであり、消費マインドの基調としては相当に冷え込んでいると言わざるを得ない。
,,×,コンビニ（エリア担当）,来客数の動き,・新型コロナウイルスの影響で来客数が減少している。仮需で客単価が上昇し、売上も増加しているが、一時的な動きである。来客数の減少は今後も続くことが見込まれる。
,,×,コンビニ（店長）,来客数の動き,・新型コロナウイルスの感染拡大に伴う北海道の緊急事態宣言の影響で来客数が激減している。特に週末の来客数がひどく落ち込んでいる。
,,×,衣料品専門店（店長）,来客数の動き,・例年であれば、年度末を迎えてスーツの需要が大きくなる時期だが、予定されていたイベントなどがなくなっていることもあり、経験したことのない落ち込みとなっている。
,,×,乗用車販売店（経営者）,それ以外,・新型コロナウイルスの流行により、全てが制限されている状態となっており、販売も止まっている。しばらくは見通しも立たない状態にある。
,,×,乗用車販売店（従業員）,販売量の動き,・買い回り客が激減しており、来客数が２月の半分以下となっている。販売量も目標の半分以下にとどまっている。
,,×,乗用車販売店（従業員）,販売量の動き,・例年と比べて販売量が落ち込んでいる。
,,×,自動車備品販売店（店長）,来客数の動き,・新型コロナウイルスの影響により、来客数の減少が目立つ。
,,×,住関連専門店（経営者）,販売量の動き,・賃貸しているビルにおいて、退去予告、賃料の減額要請、遅滞の動きなどが出てきている。
,,×,高級レストラン（経営者）,来客数の動き,・飲食店を経営しているため、新型コロナウイルスで大きな影響を受けている。
,,×,高級レストラン（スタッフ）,来客数の動き,・新型コロナウイルスの影響で、観光客の利用はほぼゼロとなっている。そのため、地元客向けの企画を練り、割引価格の設定、テイクアウト、デリバリーを行っている。また、営業時間も短縮して、昼のみの営業とし、それに合わせた最低限の人員配置としている。来客数は前年から77％の減少となっており、首都圏の状況から先行きの見通しも立たない。
