Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,百貨店（販売促進担当）,単価の動き,・来客数、買上客数の減少に歯止めがかからないものの、客単価が上昇傾向にあり、衣料品を中心に売上が増加傾向に転じてきた。
,,○,スーパー（店長）,販売量の動き,・例年と異なり、気温が下がりきらないため、季節商材の動きが遅れているものの、購買行動に動きがみられるようになっており、全体的に売上が回復している。特に実用品において動きが顕著である。
,,○,乗用車販売店（営業担当）,来客数の動き,・商品の供給が安定してきたことで、イベント告知ができるようになり、売上がやや良くなっている。
,,○,高級レストラン（スタッフ）,来客数の動き,・宿泊客の稼働が上昇している。例年10月に入ると減少傾向になるが、今年は月末まで高稼働が続いている。特に国内からの団体観光客の入込が目立っている。
,,○,旅行代理店（従業員）,販売量の動き,・８月以降、管轄路線の旅客数が急激に回復している。使用機材小型化の影響もあるのかもしれないが、ビジネス客、観光客ともに活発な動きが継続している。
,,○,タクシー運転手,販売量の動き,・タクシー１台当たりの売上を３か月前と比べると、3.4％の落ち込みとなっているが、前年は約９％の落ち込みであったため、減少幅が縮小している。また、今月の売上は前年からは2.8％の増加となっていることから、景気はやや良くなっている。
,,○,通信会社（社員）,お客様の様子,・以前は客の支出意欲が完全に停滞していたが、現在は年末に向かう時期にもかかわらず、必要なものならば購入しようと積極的に考えている。自粛ムードが完全に払しょくされたとみられる。
,,○,観光名所（従業員）,来客数の動き,・３か月前の来客数は前年比83％だったが、今月はほぼ前年並みの来客数で推移している。
,,○,美容室（経営者）,単価の動き,・この３か月、来客数は前年とあまり変わらないが、今月は関連商品を購入するなどの動きがみられるようになり、客単価が上昇している。
,,□,商店街（代表者）,お客様の様子,・秋冬のシーズンに入り、季節商材の動きが徐々に良くなってきている。東日本大震災のショックも少しずつ薄れ、客の購入意欲が上向いてきている。
,,□,商店街（代表者）,お客様の様子,・客の購買が気温の変化に左右されている。月初めの寒い日は羽織物が売れたが、その後は気温が下がらないため、アウター等の防寒物の購入にちゅうちょしている。前年に比べると、ウール等の単品物に動きがみられない状況となっている。
,,□,一般小売店［酒］（経営者）,販売量の動き,・飲食店への客の入込が厳しい状況にある。客先の飲食店では仕入を押さえて、当座買いしており、極力在庫を持たない状況が続いている。
,,□,百貨店（売場主任）,お客様の様子,・気温が高いため、防寒用の高額コートに動きがみられない。客の興味は今着ることのできる物にだけ向いている。
,,□,百貨店（売場主任）,来客数の動き,・紳士服や婦人服のジャケット、コート、ニットの動きが良く、販売量は前年を10％以上伸びて推移している。特にパンツの動きが顕著であり、前年を30％上回っている。また、紳士物はジャケット、スラックスの売れ方が良く、婦人物はニットのほか、今年のトレンドであるポンチョがよく売れている。
,,□,百貨店（売場主任）,単価の動き,・買上客数は前年比98.9％と前年を下回っているものの、客単価の上昇により、売上が増加している傾向が続いている。
,,□,百貨店（販売促進担当）,販売量の動き,・過去３か月、来客数は伸び続けているものの、買上客数は横ばい状態となっており、一時期の上り調子と比べると、客の財布のひもが固くなっている印象を受ける。欧州の信用不安やタイの洪水の影響から、景気の先行き不透明感が強くなってきていることが要因とみられる。
,,□,百貨店（役員）,お客様の様子,・家電はエコポイント制度の終了による売上の低下でかなり悪いが、ストーブが堅調である。ただし、売れ方は店舗によって格差があり、各店の企画力に左右されている。
,,□,スーパー（店長）,販売量の動き,・前年のたばこ値上げの影響とエコポイント制度の終了による売上の低下の影響から、商品の動きが前年と比べて低下している。
,,□,スーパー（役員）,来客数の動き,・前年10月のたばこの値上げの影響もあるため、前年との比較では一概に判断できないが、たばこを除いた数値を比べると、客単価が前年比99.4％と低下している。その要因として商品単価の低下が挙げられる。また、最近の傾向として、何か特別な販促がなければ消費者に動きがみられないなど、シビアな消費行動となっていることがうかがえる。
,,□,スーパー（役員）,販売量の動き,・前年のたばこの値上がりの影響で、見かけ上は前年より良い売上となっているが、たばこを除いた売上は前年並みとなっている。
,,□,コンビニ（エリア担当）,単価の動き,・前年のたばこ値上げの影響で全体の売上は増加している。しかし、たばこを除いた売上は前年割れとなっており、客単価が低下傾向にある。
,,□,衣料品専門店（店員）,お客様の様子,・客の動向をみると、秋冬物の実需期に変わるなか、前年よりも客単価が下がっている。
,,□,家電量販店（店員）,お客様の様子,・テレビやＤＶＤレコーダ以外の家電商品は前年と同程度売れているが、テレビが売れていない分、売上の目標金額を下回っている。
,,□,乗用車販売店（従業員）,販売量の動き,・販売車種に大きな偏りもなく、全体的に若干の好調さを維持している。
,,□,自動車備品販売店（店長）,来客数の動き,・この１年、来客数、販売量とも順調に伸びていたが、今月の実績を見る限り、このまま右肩上がりの売上を保持することは厳しくなってきた。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・医療の分野においても、ブランド志向と安くても構わないというジェネリック志向に二極化してきている。
,,□,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・自動車用燃料の減少傾向が顕著であり、同業者による価格競争が続いている。
,,□,高級レストラン（経営者）,来客数の動き,・前年と比較して売上が減少している。
,,□,高級レストラン（スタッフ）,販売量の動き,・今月は週末、昼夜ともに満席の状態が続いたこともあり、売上は前年を14％上回り、久しぶりに２けたの伸びとなった。特に家族連れや中年、団体の客が目立った。
,,□,タクシー運転手,来客数の動き,・10月のタクシーの売上は、中旬までは前年より良かったが、下旬が天候に恵まれたことから、利用客が減少し、月全体では前年を下回った。９月の売上がプラスになるなど、最近の動きとしては少しずつ良くなってきている傾向にあったが、天候に大きく左右される面がある。
,,□,タクシー運転手,来客数の動き,・３か月前と比べると、売上は変わっていないが、前年比では６％の減少となっている。
,,□,美容室（経営者）,来客数の動き,・ここ数か月、ほぼ前年並みの売上で推移しているため、大きな変動がないように感じられる。
,,□,住宅販売会社（従業員）,お客様の様子,・客のマンションに対する購買意欲は依然として高い。購入までの判断が早いこと、値引き要請が少なくなってきていることが理由として挙げられる。一方で、経済情勢が好転していないなかで、購入に対して慎重に行動する客も増えてきている。
,,▲,商店街（代表者）,販売量の動き,・年金支給時期の延長を検討するニュースが流れて以降、来客数や販売量の落ち込みがみられる。特に高額品の動きが鈍くなっている。
,,▲,商店街（代表者）,お客様の様子,・景気が悪いなか、買物に対して後ろ向きの行動を取る客が多くなっている。
,,▲,商店街（代表者）,来客数の動き,・天候不順の影響もあり、今月に入り来街者が減少している。また、隣接商店街のアーケード補修工事が未完成のため、中心部全体としての買物客も大きく減少している。
,,▲,商店街（代表者）,お客様の様子,・年金の支給開始年齢が70歳になるといった、不安要素のあるニュースが流れているため、客の財布のひもが固くなっている。
,,▲,一般小売店［土産］（経営者）,お客様の様子,・外国人観光客が減少しているなかで、日本人観光客の買物もシビアになっている。買うのは自分の物のみで、近所や友人などへの土産はほとんど買わないため、客単価は10％低下している。
,,▲,スーパー（店長）,販売量の動き,・ここしばらくは３か月前と比べて右肩下がりの販売量であったが、今月は前月比102.7％と少しだけ持ち直した。しかし、前月の販売量は前年比82％と減少幅が大きく、依然として前年を大きく下回っている状況にある。
,,▲,コンビニ（エリア担当）,お客様の様子,・前年にたばこ値上げ後の一時的な売上の減少がみられた反動もあり、前年比は大きく上回っている。しかし、たばこ以外の商品の売行きは鈍化しており、来客数の伸び率に対して売上の伸び率が下回っている状況にある。
,,▲,高級レストラン（スタッフ）,販売量の動き,・売上は前年並みであったが、来客数が減少した。値下げしたメニューへの客の反応は良いが、定額のメニューは内容が良くても売れにくい状況にある。一方、札幌での会議などに合わせて、道内各地から来店した客もみられ、少し売上に貢献してくれた。
,,▲,観光型ホテル（経営者）,単価の動き,・依然として宿泊単価の回復がみられない。その一方で、旅行会社からの料金値下げ要求が強まっている。
