I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,販売量の動き,・北海道新幹線の効果により、飲食店などにプラスの効果が出ている。ただし、それほど大きく伸びているわけではない。
,,○,一般小売店［酒］（経営者）,販売量の動き,・４月の売上が回復基調にある。年明けの１～３月に比べてもやや良くなってきている。ただ、４月は売上の上がる金土からの始まりで、終わりも金土であったため、そうした要因を勘案するとそれほど良いわけではないということも考えられる。
,,○,百貨店（販売促進担当）,お客様の様子,・客単価は前年並みを維持している状況が継続している。買上客数は店舗全体では前年割れからの改善とまでは至らないものの、婦人服を中心とした衣料品で前年を上回るようになってきており、底を打ってきている。また、店内の買回り客の動向からも客の購買率が改善傾向にある。
,,○,スーパー（店長）,販売量の動き,・気温の影響もあるが、３か月前と比較して販売量が101％と伸びている。
,,○,スーパー（役員）,お客様の様子,・北海道新幹線の関連施設を中心に観光客が増加しており、観光産業を中心に景気が良くなっている。
,,○,コンビニ（オーナー）,来客数の動き,・４月の売上は前年比112％であった。隣接しているスーパーの３日間の改装休業が寄与した。
,,○,高級レストラン（スタッフ）,販売量の動き,・北海道新幹線の開業や例年より早い桜開花といった特殊要因はあるが、観光客の入込がすごく、売上は前年を15％上回った。特にディナータイムでは外国人客が半数近くを占める日もみられた。他店も同じような状況にある。
,,○,旅行代理店（従業員）,販売量の動き,・前年にテロなどの影響を受け低迷していた海外旅行の申込動向をみると、欧米は引き続き厳しい状況であるが、リゾートや近隣のアジア諸国については需要が戻ってきている。
,,○,タクシー運転手,販売量の動き,・日勤帯、夜勤帯ともに前年よりも多少は売上が増えてきているため、やや良くなっている。
,,○,観光名所（従業員）,来客数の動き,・４月27日時点の利用乗降客数は前年比113％と伸びており、実人数でも約１万５千人の増加となっている。ただ、北海道新幹線の開業後１か月の期間とすると伸びがやや弱いという印象もある。
,,○,美容室（経営者）,お客様の様子,・客の来店周期が若干ではあるが短くなってきている。関連商材にも動きが出てきている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・観光シーズンに向かっていることもあり、徐々に輸送量が増加している。
,,○,住宅販売会社（経営者）,お客様の様子,・北海道新幹線の開業に伴い、ホテルや旅館、飲食関係では来客数がとても増えている。ただ、その効果が建築関連までには及んでいない。
,,○,住宅販売会社（経営者）,お客様の様子,・最近は分譲マンションのモデルルームに来訪した客のなかで、その後、契約に至る客の割合が上昇している。金利が低い現在、分譲マンションを購入しようと動いている客が増えている。
,,□,商店街（代表者）,来客数の動き,・４月に入り、午前中の人出は少ないものの、午後になると入学、卒業、就職などといった季節特有の買物客が比較的多くみられた。しかしながら、中旬以降は区域内の駐車場にも空きが多くみられるようになり、月全体での前年比は若干低調に推移した。また、中国人を始めとした外国人観光客も前年と同様に今一つの状況であり、物販店ではそれほど売上が伸びなかった。
,,□,商店街（代表者）,販売量の動き,・今年の春は気温の低い日が続いており、春物の売上が低迷している。また、熊本地震の影響から客の間に自粛ムードが漂っており、消費意欲の低下がみられる。
,,□,百貨店（売場主任）,お客様の様子,・外国人観光客の来店が大幅に減少する一方で、地元客による売上が回復してこない。来客数も前年から５％ほどダウンしている。フリー客の雑貨購入は健闘しているものの、ファッション関連や高額商材のマイナスが大きい。
,,□,百貨店（担当者）,来客数の動き,・来客数の動きに変化がみられない。
,,□,百貨店（役員）,来客数の動き,・競合他店の状況も含めて、来客数の動きに変化がみられない。
,,□,スーパー（店長）,お客様の様子,・大型連休や自動車関連の増税に備えているという客の会話を耳にする。客は日々の生活において極力無駄遣いをしないようにしている。
,,□,スーパー（役員）,来客数の動き,・４月の売上は前年をやや上回って推移している。商品単価が前年から2.0～2.5％低下しているなかで、客単価が前年から0.2～0.3％の低下しているものの、客の買上率が前年よりも２～３％上昇しており、来客数も増加している。ただ、販促によって数値の変動がみられることから、消費者が相当シビアに買物をしている様子がうかがえる。
,,□,コンビニ（エリア担当）,来客数の動き,・売上よりも来客数の減少幅が大きくなってきている。
,,□,衣料品専門店（経営者）,販売量の動き,・春になり客が街を歩き始めるようになってきた。ホテルでの催事への来場も前年よりも良く、売上が増加した。
,,□,家電量販店（店員）,来客数の動き,・来客数は前年からやや減少したものの、売上は微増した。前年よりも高額商材が売れている。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車が出た割に販売量が今一つの伸びであった。
,,□,自動車備品販売店（店長）,競争相手の様子,・当社も、競合店も夏タイヤと車検の販売実績が前年の90％台にととどまっている。特に夏タイヤは天候に左右されたことで販売量が伸びず、売上に響いている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が安定しており、販売量が伸びている。
,,□,観光型ホテル（スタッフ）,来客数の動き,・アジアからの団体旅行が低調に推移している。その一方で、Ｗｅｂを中心とした国内からの個人旅行で人員をカバーしている。
,,□,旅行代理店（従業員）,単価の動き,・旅行需要が増えてくる季節だが、熊本地震の影響で取消が相次いでいる。
,,□,美容室（経営者）,販売量の動き,・前年実績と比べても、前月実績と比べても売上がほとんど変わらない。
,,▲,商店街（代表者）,来客数の動き,・月初めは来客数、客単価共に前年の80％程度で推移した。後半になり少しは持ち直してはいるが、前年の90％にも届かない状況である。
,,▲,一般小売店［土産］（経営者）,お客様の様子,・例年と比べて卒業旅行の大学生が少なかった。そのほか、新卒者を３名採用したが、３名とも社会人用の服を買ってもらえなかったとの話であった。
,,▲,百貨店（販売促進担当）,販売量の動き,・来客数の減少以上に買上客数の減少が大きく、買上率及び客単価のダウンに歯止めがかからない状況である。
,,▲,スーパー（店長）,販売量の動き,・４月も不振で販売量は前年比89.3％であった。３か月前の１月よりも悪かった。
,,▲,スーパー（店長）,競争相手の様子,・競合店の対策チラシが増えてきている。また、地元百貨店の閉店が報道されるなど、厳しい環境にある。
,,▲,スーパー（企画担当）,販売量の動き,・売上の内訳を分析すると、来客数は増加傾向にあるものの、商品単価の上昇が続くなかで、買上点数の減少が続いており、消費者の価格上昇に対する慎重な購買行動がみて取れる。
,,▲,コンビニ（エリア担当）,販売量の動き,・たばこについては４月からの一部商材の値上げにより販売量が減少している。アルコール類については一部商材の値上げにより販売量が減少しているほか、低価格商材へのシフトがみられ、客単価が低下している。
,,▲,コンビニ（エリア担当）,来客数の動き,・天候面での影響により農家の動きが鈍い。また、気温が低いことから夏型商材の低迷が続いている。
,,▲,衣料品専門店（店長）,販売量の動き,・前年と比べて販売点数が90％で推移するなど少なく、必要最低限のアイテムしか購入に至っていない。天候不順の影響もあるが、熊本地震の影響で客の購買意欲がなくなってきている。
,,▲,乗用車販売店（経営者）,販売量の動き,・新車、中古車ともに成約に結び付かない。他社の動向や他業種も同様の状態のようであり、地域経済が平均して下向き気味になっている。
,,▲,乗用車販売店（従業員）,お客様の様子,・新型車両の発売にもかかわらず、イベントに来場する客の数が少ない。
,,▲,高級レストラン（スタッフ）,販売量の動き,・４月の売上はぎりぎりで前年並みとなった。例年４～５月はゴールデンウィーク以外の期間が悪いため、今年の春から値下げ、告知の拡大と手を打ってきたものの、思ったような成果が得られず、多少の停滞感がうかがえる。北海道新幹線の開業効果は、函館周辺ではプラスの効果が表れていると聞いているが、札幌では北海道新幹線の形をした容器に入った駅弁が売れている以外はあまり話題に上がってこない。
,,▲,観光型ホテル（役員）,来客数の動き,・道外からの国内客と外国人観光客のいずれも来客数が減少しており、景気は３か月前と比較して悪化している。さらに、熊本地震や為替の円高傾向の影響もあり、国内外ともに予約数が伸びてこない。
