Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,一般小売店［土産］（経営者）,販売量の動き,・売上は前年比で97.7％、前々年比で22％である。前々年を基準にすると、前年５月は前年比3.3％であったものが、8月は22％まで上昇しており、その分人出が増えていると考えることができる。
,,○,スーパー（企画担当）,お客様の様子,・ワクチン接種率の上昇や自粛疲れなどにより、前年の夏よりも客が活動的になっている。
,,○,スーパー（役員）,お客様の様子,・お盆期間を中心に帰省客、観光客が前年より多くみられ、お盆商戦が盛り上がった。
,,○,コンビニ（エリア担当）,単価の動き,・８月は気温が高く、晴れの日が多いなど、天候が良かったことから、景気はやや良くなっている。
,,○,旅行代理店（従業員）,来客数の動き,・コロナ禍のなかではあるが、当地と関西を結ぶ新規ＬＣＣ航空路線が７月に就航したことで、航空路線の供給座席数が前年と比べて大幅に増加している。７月の航空機利用者数は前年比180％、前々年比約50％となっており、人の動きが活発になっている。個人観光客や帰省客などの回復が大きな要因となっている。
,,○,観光名所（従業員）,来客数の動き,・新型コロナウイルスが全国的な拡大傾向にあるものの、想定以上に観光や余暇を楽しむ国内需要があり、当施設もコンスタントに利用されている。
,,○,美容室（経営者）,来客数の動き,・来客数、売上のいずれも増えている。前年の夏と比べて客の動きは活性化している。緊急事態宣言が発出されても、一定の生活パターンで過ごす動きが定着しつつある。
,,□,商店街（代表者）,来客数の動き,・来街者数の減少傾向が緩和しつつあったが、新型コロナウイルスの感染者数が大幅に増え、緊急事態宣言が発出される状況になったことで、ここ数日の来街者数は大きく減少している。このままでは商店街も廃業や閉店が増えることが懸念される。
,,□,商店街（代表者）,来客数の動き,・新型コロナウイルスの新規感染者数が増加していることで、平日の来街客が前月よりも減少している。特に月曜から木曜にかけての来街者はまばらであり、買物袋やエコバッグなどを携行している客も少ない。また、他都府県や他都市からの車両が散見されるものの、宿泊、飲食、土産などの関連業種において、売上がアップしている様子はみられない。
,,□,百貨店（販売促進担当）,来客数の動き,・まん延防止等重点措置から緊急事態宣言へ移行したため、持ち直しの兆しがみえた来客数や買上客数などの指標が軒並み減少している。緊急事態宣言解除後もこの傾向が続くことが見込まれるため、景気回復はまだ先のこととなる。
,,□,百貨店（営業販促担当）,来客数の動き,・新型コロナウイルスの感染拡大に伴い、お盆過ぎから来客数が減少している。ワクチン接種が終わった年配客の来店が少しずつ戻りつつあったが、再びブレーキの掛かった状態となった。
,,□,スーパー（店長）,来客数の動き,・まん延防止等重点措置の適用、緊急事態宣言の発出と続いていることから、外出するための衣料品、学校行事や社会行事のための買物について需要が上向いてこない。食品の売上は好調だが、これは従来の外食需要がスーパーに流れてきたものであり、社会全体でみればトレンドが上向いているわけではない。
,,□,スーパー（企画担当）,来客数の動き,・今年のお盆商戦は、前年と同様に帰省自粛や行動自粛の影響がみられたことから、都市部の店舗は好調だったものの、例年帰省客でにぎわう地方の店舗は苦戦気味であった。また、売上のピークが特定の日に集中するのではなく、期間を通して平準化する傾向もみられた。
,,□,コンビニ（エリア担当）,来客数の動き,・８月27日に緊急事態宣言が発出されることになったため、客足がますます悪くなるとみられる。
,,□,家電量販店（店員）,販売量の動き,・８月は残暑が厳しかったせいか、夏物家電がよく売れた。
,,□,乗用車販売店（従業員）,単価の動き,・２～３か月前と比べて、売行きは余り変わらないが、８月はお盆休みがあり、稼働日が少ないため、販売台数自体はやや減少している。ただ、販売目標は達成できているため、会社としては問題なく推移している。
,,□,自動車備品販売店（店長）,お客様の様子,・来客数の動きや買物の様子などをみても、特に大きな変化はみられない。
,,□,旅行代理店（従業員）,販売量の動き,・新型コロナウイルスの終息がみえないため、旅行する機運が上向いてこない。まずはワクチン接種率の向上が鍵となる。
,,□,タクシー運転手,販売量の動き,・新型コロナウイルス対策に右往左往している。経済活動という点では客がある程度コロナ慣れしてきている面はあるが、業績は低めで安定した推移となっている。
,,□,通信会社（企画担当）,来客数の動き,・緊急事態宣言下であっても、都市部、地方を問わず大型商業施設や大手ドラッグストア、スーパーへの客足は変わっていない。それらの施設での出張イベントにおいても１か月前と同程度の集客を維持できている。
,,▲,商店街（代表者）,お客様の様子,・客の様子をみると、景気が少し悪いと言っている客が多い。
,,▲,商店街（代表者）,販売量の動き,・天候が不安定なことから、果実の作柄が悪くなっている。
,,▲,一般小売店［土産］（経営者）,来客数の動き,・新型コロナウイルスの感染拡大に伴う緊急事態宣言の影響を受けている。帰省や外出、旅行の自粛がみられ、夏休みやお盆であっても最低限の行動しか取らない人が多くなっている。客単価の高い年配客、団体旅行客はほぼゼロである。来客数が全体的に減っていることで、売上にも響いている。
,,▲,スーパー（店長）,それ以外,・新型コロナウイルスの第５波の影響により、盆の入りから客足が落ち始めた。さらに、まん延防止等重点措置から緊急事態宣言に移行したことで広域商圏の当店の客足はますます落ち込んでいる。
,,▲,スーパー（従業員）,来客数の動き,・前年は新型コロナウイルスの感染拡大により、来客数が大幅に減少したが、今年は前年を上回る落ち込みとなっている。また、前年は客単価の上昇によって売上が増加したが、今年は客単価も前年を下回っている。
,,▲,コンビニ（エリア担当）,それ以外,・確実に悪い方向に転じている。緊急事態宣言が発出されたことなどから客が出歩いておらず、観光需要も落ち込んでおり、消費が停滞している。営業時間の短縮や飲食店の休業といった動きも出ており、プラスとなるような要素がみられない。さらに、漁業や農業も良い状況ではないため、客の行動や消費が冷え込んでいることを実感している。
,,▲,コンビニ（エリア担当）,販売量の動き,・まん延防止等重点措置が要請され、その後、緊急事態宣言の発出へと移行しており、酒類の販売抑制への協力依頼が続いている。今年の夏は気温が高いことから、売上が若干回復傾向にあったが、８月に入り急落している。
,,▲,乗用車販売店（経営者）,販売量の動き,・新型車発表の効果もあり、新車の受注量は上向き傾向にあるが、半導体不足の影響が相変わらず続いており、そこに追い打ちを掛けるように新型コロナウイルスの感染が拡大したことで部品供給も停滞しつつある。生産台数が減産となっていることで、売上に結び付かない状況となっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型コロナウイルスの新規感染者が過去最高を記録したことなどから、客の動きが悪く、受注件数が前年よりも減っている。新車の生産にも遅れが生じていることから、売上に大きな影響が生じている。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・国民の疲弊が顕著になってきている。当店の客の大部分はワクチン接種を終えているが、様々な制約によってストレスが限界にきている。購買意欲も落ち込んできている。
,,▲,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・まん延防止等重点措置、緊急事態宣言の影響で販売量が低調に推移している。
,,▲,高級レストラン（スタッフ）,販売量の動き,・売上は前々年の３割前後と悪い。東京オリンピック開催による影響はほとんどみられなかった。まん延防止等重点措置の適用に伴って自粛しながら営業を続けており、ランチを中心に悪くない状況にあったが、８月下旬から緊急事態宣言が発出されたことで休業を決めたため、大きく落ち込むことが見込まれる。また、売上が落ち込んでいたことから、ディナーのスタッフを削っていたが、振り客が重なると料理の提供時間が遅れてしまい、その結果、客の不満感が募り、ますます客が減るという悪循環がみられた。公的施設の食堂を経営する友人から聞いた話では、職員の昼食について外食や食堂の利用を控える指示が出ており、売上が減少しているとのことであった。
,,▲,高級レストラン（スタッフ）,お客様の様子,・新型コロナウイルスの影響に加えて、主要産業の事業所撤退に伴って急速に人口が減少しており、地域全体に活気がなくなっている。
,,▲,旅行代理店（従業員）,来客数の動き,・３か月前も緊急事態宣言の期間中であったが、８月は今までにない感染拡大のせいか、来客数は１日１組程度にとどまっている。予約の取消しや払戻しも多くなっており、新規予約も減っている。
,,▲,旅行代理店（従業員）,お客様の様子,・緊急事態宣言の影響で需要が見込めないため、景気はやや悪くなっている。
