Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,観光名所（従業員）,来客数の動き,・１月26日現在の来客数が前年比134％と非常に伸びている。このままで推移すれば、１月としては過去10年間で最も来客数の多い年となりそうである。
,,○,一般小売店［土産］（経営者）,来客数の動き,・外国人観光客の増加により、売上がかなり増加している。円安や中国人に対するビザ発給要件の緩和といった要因もあるが、やはり外国人旅行者への消費税免税制度における対象品目拡大の効果が大きく、当店の免税販売額は前年から倍増している。
,,○,一般小売店［酒］（経営者）,単価の動き,・数か月前からの現象だが、シャンパンなどの高額商材がよく売れている。ワインも以前と比べると300～500円程度単価の高い商材の動きが良くなっている。客単価は全体で５％程度上昇している。
,,○,コンビニ（店長）,来客数の動き,・今年は前年よりも積雪量が少なく、行動しやすいため、来客数が前年比102％と増加している。
,,○,衣料品専門店（経営者）,お客様の様子,・新春初売りやホテルでの展示会催事への来客数が前年よりも増えており、商材の購入額も高額になっている。暖房に必要な灯油の価格が下がってきたことが要因の１つとみられる。
,,○,乗用車販売店（従業員）,販売量の動き,・１年で最大の繁忙期を迎えているなか、新型車の販売効果が徐々に表れてきている。
,,○,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・原油価格の急落により石油製品価格が値下がりしていることから、販売量が上向きになっている。
,,○,スナック（経営者）,来客数の動き,・総選挙も終わり、年が明けてから少しずつ客足が良くなっている。現政権の経済対策の効果が当地にも表れてきている印象がある。客が増えていることで、売上も増加しており、従業員にも活気が出ている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・台湾や中国など、近隣のアジア諸国からのグループ旅行、個人旅行が好調である。国内旅行も募集型の旅行商品による動員が好調である。
,,○,旅行代理店（従業員）,販売量の動き,・総選挙の影響で前年11月から航空機のビジネス需要や観光需要に伸びがみられなかったが、年明けとともに動きが戻ってきている。ただし、悪天候の影響で欠航便が多数出ており、売上に結び付いていない面がある。
,,○,美容室（経営者）,お客様の様子,・ガソリンや灯油の価格が下がったことで、客の気持ちにゆとりが生まれており、出費がほかの物にも回るようになった雰囲気がある。商品販売にも動きがみられ、販売量が前年から５％程度増加している。
,,○,住宅販売会社（従業員）,お客様の様子,・春先からの工事に向けて、消費者に動きがみられるようになってきている。
,,□,商店街（代表者）,販売量の動き,・客単価の二極化が進んでいるなかで、売上が減少している。高額商材については販売量と客単価が徐々に落ち込んでおり、低額商品については販売量こそ変わらないものの、客単価が更に低下している。
,,□,商店街（代表者）,お客様の様子,・客の様子をみても前月と同じような反応であり、状況は変わらない。
,,□,商店街（代表者）,販売量の動き,・一般客による消費は依然として増えていない。ただ、悪くもなく良くもないという状況であり、小康状態が続いている。外国人旅行客は好調を維持しており、日本人観光客の落ち込みをカバーしている。
,,□,百貨店（売場主任）,来客数の動き,・初売りの３日間の来客数が前年比104％と好調に推移したが、中旬以降は暴風雪の影響で来客数が大幅に減少したため、月全体では前年比95％と前年を下回った。セールに対する客の動きが弱く、セールの売上は前年比92％となった。一方、春物の定価品の動きは月を通して健闘した。
,,□,百貨店（売場主任）,来客数の動き,・新規施策を行っても集客につながらず、売上が減少した。顧客については、買い回りがみられるなど、１人当たりの客単価が大幅に上昇しているものの、フリー客の来店がみられない。
,,□,百貨店（販売促進担当）,それ以外,・買上客数、客単価ともにマイナス傾向にある。大幅悪化とはなっていないものの、回復力に乏しい面がある。客単価だけをみると、婦人服関連は健闘しているものの、宝飾、時計などの高品質の高額商材の動きが悪い。
,,□,百貨店（役員）,来客数の動き,・衣料品の売上は前年並みで推移している。一方、家具や家電などの耐久消費財は消費税増税の影響から脱しきれていない。当地は雪がそれほど降っていないため、ホームセンターでは、除雪用品、暖房関連商材などの冬物アイテムが奮わない。
,,□,スーパー（店長）,来客数の動き,・来客数の減少が続いている。
,,□,スーパー（役員）,単価の動き,・クリスマスや年末年始などの行催事の際は、売上などの数字が短期的に良くなる傾向にあるが、月単位では低調のまま推移している。年が明けてから、来客数には若干の増加傾向がみられるが、客１人当たりの平均買上点数は減少傾向にあり、客単価は前年から１％程度低下している。
,,□,スーパー（役員）,お客様の様子,・正月商戦は消費が活発だったが、それ以降の客の動きが鈍い。お金に余裕がないように感じられる。
,,□,コンビニ（エリア担当）,お客様の様子,・消費税増税以降、来客数の落ち込みが続いている。特に夜間の減少幅が大きく、たばこや酒などのし好品の販売量が減少するなど、客の節約志向が顕著に表れている。
,,□,コンビニ（エリア担当）,来客数の動き,・米飯の売上は徐々に回復してきたが、動きとしてはまだ鈍い。たばこは依然として回復が遅れている。道北、道東において公共工事の減少が継続しており、そのことも影響している。
,,□,衣料品専門店（店長）,来客数の動き,・一部の人は利益を得ているのかもしれないが、一般的なサラリーマンの状況は何も変わっていないため、２～３か月前と変わっていない。
,,□,家電量販店（地区統括）,販売量の動き,・消費税増税後の低迷が思った以上に長引いており、３か月前と同様の状況が続いている。ただ、テレビなどを中心に、若干の回復傾向がみられる。
,,□,乗用車販売店（従業員）,販売量の動き,・消費税増税前の駆け込み需要の反動が続いており、かなり苦戦している。
,,□,自動車備品販売店（店長）,競争相手の様子,・東日本大震災後、初めての車検時期を迎える乗用車が多いこともあり、全国的には車検の売上増加が見込まれているが、北海道ではその影響がさほど感じられない。むしろ、消費税増税前の駆け込み需要の反動が出ている。
,,□,高級レストラン（経営者）,来客数の動き,・正月の帰省も落ち着き、商売としては一段落しているため、周りをみても景気の良い話が聞かれない。
,,□,観光型ホテル（役員）,来客数の動き,・外国人観光客は堅調だが、特に道外から訪れる国内客の予約が伸びてこない。
,,□,タクシー運転手,それ以外,・１月のタクシー１台当たりの売上はほぼ前年並みであったが、人手不足で乗務員が足りないため、営業車の稼働率が落ちている。会社の売上としては前年を下回った。
,,□,タクシー運転手,来客数の動き,・１月の売上は前年並みであり、３か月前と比較しても景気は変わっていない。
,,□,パチンコ店（役員）,単価の動き,・灯油やガソリンの価格が下がっていることによる効果がみられる。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・厳冬期を迎えて、旅客、車両ともに輸送量が減少している。
,,□,住宅販売会社（経営者）,販売量の動き,・高額商材、耐久消費財については、消費税増税の影響がまだ収まっておらず、売上不振の状況が続いている。
,,□,住宅販売会社（役員）,お客様の様子,・分譲マンションのモデルルームに訪れる客の購入意思決定にかかる時間が前よりもやや長くなってきている。分譲マンションの購入に関して、客の態度が明らかに慎重になってきている。
,,▲,商店街（代表者）,来客数の動き,・東南アジアからの観光客の動きは活発化しているが、夜に街中を出歩く姿が少なくなっており、コンビニや大型店の食品売場で夕食を購入する姿が増えている。
,,▲,商店街（代表者）,来客数の動き,・自家用車や公共交通機関を利用する来街者が減少している。例年であれば、年明けから成人式にかけての期間は若年層をともなった親世代の買物客が増加していたが、今年は少なくとも商店街の区域内では増加していなかった。また、地元住民の買物客もまばらであり、スーパーの買物袋を携行している客はいても、衣料品などの袋を携行している客は少なかった。
,,▲,一般小売店［土産］（経営者）,お客様の様子,・地元客については、電気料金の値上げによる影響に加えて、猛吹雪の日が多かったことから、外出を控える人が多かった。ただ、中国を始めとしたアジアからの観光客が増加していることから、売上は前年比99.8％と前年並みであった。
,,▲,百貨店（売場主任）,来客数の動き,・初売りの福袋については、前年を上回る売上がみられるなど、大変良い結果であったが、その後のセールでは、紳士服、婦人服とも、コート、ニットの売上が前年の８割台にとどまるなど、非常に厳しい状況にある。値段が安くなるから買うという客の心理が変わってきている。
,,▲,百貨店（販売促進担当）,来客数の動き,・前年秋以降、来客数や売上の増加に寄与するのは、外国人観光客が中心になってきている。札幌近郊や道内各地からの客の来客数、売上に関しては縮小傾向に歯止めがかかっていない。
