Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,来客数の動き,・街中でのイベントの開催が多彩になり、また天候にも恵まれたことから、来街者が増えた。
,,○,商店街（代表者）,お客様の様子,・７月はバーゲンがあったが、バーゲン終了後も気温が高いせいか客の購買意欲が衰えていない。
,,○,一般小売店［酒］（経営者）,販売量の動き,・７月中旬までは大変天候が良く、人出が多かったことから、飲食店等の客も多く、当社の売上も多少は良かった。
,,○,一般小売店［土産］（店員）,来客数の動き,・３か月前から本道に来る乗降客数はほぼ前年並みに回復している。３か月前と比べて伸びているとまでは言えないが、やや良くなっていると感じている。
,,○,百貨店（売場主任）,お客様の様子,・前年は猛暑の影響で売上が大幅に伸びたが、今年はっきりしない天候にもかかわらず、前年に並ぶ勢いで売上が推移している。一方、お中元については決して良くはないが、ここ数年の流れでみればうなずける程度のものとなっている。トータルで判断すると、やや上向きになりつつある。
,,○,百貨店（役員）,単価の動き,・前月どちらかというと振るわなかった大型耐久消費財をイベントで強力にＰＲしたところ、買い方は慎重であるが、高額商品の動きが良く、久しぶりに大きく売上が伸びた。
,,○,スーパー（店長）,販売量の動き,・イベント売り出しがあった４月を基点とすると、販売量は６月まで下降気味だったが、７月に入ってからは６月よりも10％ほど販売量が良くなっている。
,,○,コンビニ（店長）,販売量の動き,・その他雑酒と呼ばれる発泡酒のワンランク下のビールに似た新製品が軒並み好調な動きをしている。客単価には貢献しないものだが販売量的には非常に好調である。
,,○,乗用車販売店（従業員）,販売量の動き,・客の来場件数は少ないが、成約率が高く、高額商品も売れている。
,,○,観光型ホテル（スタッフ）,販売量の動き,・個人客、外国人客の増加がツアー客の減少を補っており、単価もようやく落ち着いてきた。
,,○,旅行代理店（従業員）,販売量の動き,・道内温泉旅行の申込が前年から大きく回復しており、人の動きが活発になってきた。海外旅行もヨーロッパが好調である。
,,○,美容室（経営者）,単価の動き,・技術料金に追加するオプション料金の動きが良くなってきたので客単価が小幅ながら上昇してきている。
,,○,設計事務所（所長）,競争相手の様子,・建設費に占める材料費、人件費ともにじりじりと上がってきている。需要の増加で強気の姿勢がうかがえる。
,,○,住宅販売会社（従業員）,お客様の様子,・東京での景気の良さの余波がじわじわと地方にも伝わってきているようである。
,,□,商店街（代表者）,販売量の動き,・来客数や販売量が減少傾向で、夏物関連商品の動きが鈍い。また相変わらず客の低価格志向が強い。
,,□,商店街（代表者）,お客様の様子,・季節商材の売上を中心にまずまずの動きだが、依然として購買態度は慎重である。
,,□,商店街（代表者）,お客様の様子,・来客数は増えているが、客単価が下がっているので、トータルでは変わらない。
,,□,百貨店（売場主任）,お客様の様子,・第２弾、第３弾と夏物の衣料品の値下げを順次行っている中で、客から今後の値下げはないのかと聞かれる。
,,□,スーパー（店長）,単価の動き,・今月の客数は前年を４％ほど上回っているが、売上増につながっておらず、逆に売上が３％ほどダウンしている。特にファッション、ホームリビング関連の商品を中心として売上の低迷が続いている。
,,□,スーパー（店長）,単価の動き,・客数や販売点数は数字を保っているが、単価が３％程度低下している状態が続いている。
,,□,コンビニ（エリア担当）,来客数の動き,・今月は気温が低く、夏型商品の販売動向が良くない状況で、前年からみると10ポイント程度売上を落としている。客数も気温が低いため夜間を中心に減少傾向になっている。
,,□,コンビニ（エリア担当）,来客数の動き,・前年比で考えると、気温の高かった前年と比べて気温が低いことが減少要因となっている。夏型商品が伸び悩んでいる。
,,□,衣料品専門店（店長）,お客様の様子,・買物時の客の話は消極的な話ばかりである。将来に対する不安が強く、売上が伸びず減退している状態である。
,,□,家電量販店（経営者）,お客様の様子,・来客数が相変わらず少ない上、低価格志向の客が多く見受けられる。
,,□,家電量販店（店員）,単価の動き,・エアコンが良く売れたが単価が低かった。また冷蔵庫も大型商品の売れ行きが伸びず、洗乾機も単価がダウンしてしまった。
,,□,乗用車販売店（営業担当）,販売量の動き,・販売量が前年実績を上回らない。
,,□,住関連専門店（従業員）,販売量の動き,・夏物の動きがいまいちである。
,,□,その他専門店［造花］（店長）,単価の動き,・客数はあるものの、客単価が低い。
,,□,高級レストラン（スタッフ）,来客数の動き,・天候不順もあり、客足は遠のくばかりで、イベント以外での集客がなかなか難しい状況となっている。
,,□,高級レストラン（スタッフ）,来客数の動き,・７月中旬から観光客や地元客の入込が増えてきた。特に観光客が目立ってきている。ランチ、ディナーともほぼ前年並みである。
,,□,高級レストラン（スタッフ）,来客数の動き,・今月も天候に左右された。中旬までは安定して暑い日が続いたので、ランチのカレーライスが好評となるなど、売上が前年比で20％アップと、久しぶりに前年を超えた。一方、夕食では客がビヤガーデンなどに行ってしまったのか、前年より25％も下がってしまった。個室は本州系企業の利用があったことから前年並みとなり、全体では変わらなかった。
,,□,スナック（経営者）,来客数の動き,・少し暖かくなったせいか、客が少しずつ飲食店街にも出るようになった。
,,□,旅行代理店（従業員）,販売量の動き,・夏休みという条件がありながら、個人旅行の申込件数の増加や単価の上昇がみられない。
,,□,その他レジャー施設（職員）,お客様の様子,・客数は変わらないが、確実にリピーターが増えている。単身での来場者も増えてきている。
,,□,住宅販売会社（従業員）,販売量の動き,・販売量の低下とともに、単価の低下も際立ってきている。
,,▲,スーパー（店長）,来客数の動き,・前年と違い猛暑などの要因もなく、衣料品が前年比92％と苦戦している。６月の前年比97％から５％ほど減少している。住居用品は前年比97％と全国平均値を１％上回っているものの、主力の食品は前年比93％と全国平均値を３％下回っている状況である。またテナント入居している専門店等は前年比87％と引き続き苦戦している。
,,▲,スーパー（企画担当）,来客数の動き,・道内の地方都市はともかく、札幌圏の店舗の足元の状況は、既存店の客数、客単価ともに前年割れの幅が拡大してきている。天候要因や他店との競合といった理由とは別の要因で消費環境が悪化しているように感じる。
,,▲,衣料品専門店（店長）,来客数の動き,・店舗が入居しているショッピングセンター自体の集客が落ち込んでいることもあり、来客数が目に見えて減っている。ただ、客の買上率や買上点数は２～３か月前と同じような状況にはあり、客の減少分だけ売上が減っている。
,,▲,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品の高騰に伴い、客の１回当たりの購入数量が減少している。
,,▲,観光型ホテル（経営者）,来客数の動き,・道外からの来客数が伸びない。入場者が好調と言われる愛知万博の影響と推測している。また航空運賃が高いため旅行費用も高くなり、募集する際の出鼻をくじく要因となっている。道内客も、団体募集をしても集客できない状況にあるようで、依然として厳しい状況にある。
,,▲,旅行代理店（従業員）,販売量の動き,・海外情勢が急速に不安定になったことから、受注がトーンダウンしている。国内旅行では宿泊需要に勢いがない。
,,▲,タクシー運転手,来客数の動き,・７月の観光シーズンになってもタクシーの利用が増えず、夜間のタクシー利用も減っている。夜の繁華街であるススキノは、週末の金曜日でも空車のタクシーであふれている。
,,▲,タクシー運転手,競争相手の様子,・前年の同期と比較すると、当社、他社とも前年割れになっている。
,,▲,観光名所（役員）,来客数の動き,・７月の来客数は前年比で15％程度減少している。
,,×,＊,＊,＊
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（団体役員）,受注量や販売量の動き,・本格的な猛暑の季節に入り、ビールや飲料水が伸びるのに伴い、さきいか等の珍味加工品も受注量が増えており、景気が良くなっている。
,,○,家具製造業（経営者）,受注量や販売量の動き,・景気の浮揚感とともに、住関連商品も一部高級品に動きが出始めた。
,,○,通信業（営業担当）,受注価格や販売価格の動き,・デフレ圧力が薄まった印象を受ける。具体的にはユーザー側の反応として値引き交渉よりも納期や仕様などに対する要求度合いが高まっている。
,,○,その他サービス業［建設機械リース］（営業担当）,取引先の様子,・取引先が忙しくなってきた様子で多少活気がみられる。
