Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,一般小売店［土産］（経営者）,お客様の様子,・11月の売上は前年比で107.4％、前々年比で108.4％となった。日本人客が高価なコンブを買ったり、３万円もする貝柱を買うなど、これまであまり例のない動きがみられた。26年間も商売をしてきたが、本当に珍しいことであり、アベノミクスの効果だとみられる。
,,○,百貨店（売場主任）,単価の動き,・前月と同様に、特選部門、宝飾品を中心に高額商材がよく動いている。来客数は微減ながらも、商品単価や客単価の上昇によって売上が伸びている。ただ、気温の低下が遅かったことから、防寒雑貨の動きが悪い。
,,○,百貨店（販売促進担当）,来客数の動き,・例年よりも早い降雪の影響で、11月半ばまでは来客数が前年を下回り、売上も前年割れとなっていたが、中盤以降は持ち直している。来客数は徐々に増え、前年比プラスに転じており、それに伴って売上も前年を上回るようになっている。
,,○,スーパー（店長）,販売量の動き,・中旬以降、降雪の影響で靴や衣料を中心に価格の高い商材の動きが良くなっている。また、販売量も前年を上回ってきている。
,,○,衣料品専門店（店長）,販売量の動き,・前月と比べて客の購入点数が増えている。特にワイシャツなどの小物類は複数購入も多く、よく売れている。
,,○,家電量販店（店員）,販売量の動き,・11月後半になり、来客数、売上共、やや上向きになってきている。
,,○,乗用車販売店（従業員）,販売量の動き,・前年と比べて販売量が増えており、価格帯も上がってきている。今後にも期待できる｡
,,○,自動車備品販売店（店長）,来客数の動き,・ドライブレコーダーの売上が２か月連続で前年の２倍を超えるなど、市場の関心の高まりとともに販売量が伸びている。
,,○,一般レストラン（スタッフ）,単価の動き,・外国人観光客の利用が伸びていることもあり、来客数が前年比103％、客単価が前年比106％と好調に推移している。
,,○,旅行代理店（従業員）,販売量の動き,・上期は販売額が前年を下回る月が多かったが、10～11月は前年を上回っている。前年の下期の動向が悪かったことの反動もあるが、市場に動きがみられるようになってきている。
,,○,旅行代理店（従業員）,競争相手の様子,・自社のみならず、同業他社も営業数値が前年よりも良くなっているようであり、やや回復傾向にあることがうかがえる。
,,○,通信会社（社員）,来客数の動き,・定例の新商材が発売されたことで来客数が増えているものの、販売量が劇的に変化しているわけではないため、景気はやや良くなった程度である。
,,□,商店街（代表者）,お客様の様子,・客の様子をみると、価格面も含めて買物に対して慎重になっている状況が続いている。
,,□,商店街（代表者）,お客様の様子,・北朝鮮問題の影響を懸念していたが、時間がたつにつれて影響もみられなくなってきている。
,,□,商店街（代表者）,販売量の動き,・総選挙後にそれまでの冷え込んだ消費の反動が出てくることを期待していたが、ほとんどみられなかった。大手百貨店などは外国人観光客による売上が好調なことで前年を上回っているようであるが、地元客による消費は決して良くない状況にある。
,,□,商店街（代表者）,販売量の動き,・当エリアの経済動向は駅前の複合商業施設の動向次第の面があり、景気はあまり変わっていない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・11月後半になり、回復基調がみられるようになったものの、月全体としては今一つである。このところ、景気はあまり変わっておらず、３か月前と比べて良いとはいえない。
,,□,百貨店（担当者）,販売量の動き,・例年と比べて降雪が遅く、冬物消費の本格化が出遅れたことが影響している。
,,□,スーパー（店長）,来客数の動き,・来客数は上向いてきているものの、客単価が伸びていない。
,,□,スーパー（店長）,来客数の動き,・隣町に延びる高速道路が整備されたことで、当店が面している国道の通行量がこれまでよりも減っており、客の流れが悪くなってきている。
,,□,スーパー（役員）,来客数の動き,・前月と同様に、来客数の増加と客単価の低下が続いている。商品単価も前年から２％ほど低下している。小売業間の競争によりデフレが進行していることで、他店との買い回りが増え、そのことが来客数の増加につながっているようにみえ、景気としてはあまり良い状況ではない。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数は増加傾向にあるが、前年比はマイナスとなっている。たばこの売上が下げ止まっているが、電子たばこが一時的に売れているためであり、従来のたばこや酒の売上は値上げの影響もあり、減少が続いている。
,,□,コンビニ（エリア担当）,来客数の動き,・10月と同様に、11月も漁業を中心に不漁による影響が続いており、悪い状況は変わらない。
,,□,コンビニ（店長）,来客数の動き,・来客数が回復してこない。11月はそれほど天候が崩れなかったにもかかわらず、前年を下回っている。
,,□,衣料品専門店（店長）,来客数の動き,・来客数が前年を下回っている。
,,□,乗用車販売店（従業員）,来客数の動き,・前月と比べて来場者数に大きな増減もみられず、前年と同じような動きとなっていることから、景気は変わらない。
,,□,その他専門店［医薬品］（経営者）,それ以外,・景気の悪い状況が続いているが、悪天候が要因とみることはできない。悪天候は前年にもあったことであり、むしろ中高年の購買力が確実に落ちてきていることが要因である。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・原油価格の上昇に伴い、石油製品価格も高騰しているが、現在のところ、販売量に変化はみられない。
,,□,タクシー運転手,来客数の動き,・観光客のオーダーが減っている一方で、イベント関係のオーダーが増えており、全体としては変化がみられなかった。
,,□,タクシー運転手,販売量の動き,・諸般のコストが増大しているため、運賃の値上げを実施したいが、当地は公定幅運賃制度の対象地域であるため、思うように値上げをできない状況にある。運賃水準は平成９年から変わっておらず、法制度による救済処置などが求められる。また、運転手不足も深刻な状態であり、これらのことが解決しない限り、景気が上向くことは期待できない。
,,□,美容室（経営者）,販売量の動き,・ここ３か月、売上は前年並みの水準で推移している。
,,□,住宅販売会社（経営者）,お客様の様子,・株価が堅調に推移していることで消費はやや上向き傾向にあるとみられるが、住宅などの投資については、低金利であるにもかかわらずやや頭打ちの状況となってきている。
,,▲,商店街（代表者）,来客数の動き,・当商店街において、例年11月は客の買い控えや出控えがみられるが、今年は例年以上に人出が少ない。物販店では平日昼間の客の来店が皆無という店もあるなど、ほぼ全ての物販店で売上を落としたとみられる。降雪の影響で歩行環境が良くないこと、年金月でないことが主な要因とみられる。
,,▲,百貨店（役員）,来客数の動き,・来客数の減少とともに客単価の低下が目立つ。
,,▲,百貨店（営業販促担当）,販売量の動き,・来客数、客単価は前年を上回って推移しているが、服飾雑貨、婦人服、紳士服などの買上客数、買上数量が前年を下回っている。
,,▲,スーパー（企画担当）,来客数の動き,・ここ３か月、売上の前年割れが続いている。客単価がほぼ前年並みで推移している一方で、買上客数が前年を下回って推移しており、客の買物頻度が低下している状況がうかがえる。
,,▲,スーパー（役員）,お客様の様子,・野菜や魚の価格が一気に上がってきている。また、客が商材を余計に買わなくなってきている。
,,▲,コンビニ（エリア担当）,来客数の動き,・客単価は上昇しているが、来客数の減少が続いている。
,,▲,乗用車販売店（経営者）,お客様の様子,・地域の基幹産業である漁業の漁獲量が減少しており、関連する加工業者や運輸包装資材業者などにも大きな影響が生じている。また、台風の影響もあり、当地全般的に景気が悪くなっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・年末に向けて販売量が間違いなく減ってきている。
,,▲,乗用車販売店（従業員）,販売量の動き,・例年、11月は雪の降り始める時期であり、徐々に寒さが厳しくなること、年末に向けてお金の掛かる時期を控えていることなどから、売上の落ち込む時期であり、今年もそうした傾向は変わらない。当店に限れば、今年は新型車が出たことで例年ほどの落ち込みはみられなかったが、周りの様子をみると厳しく、苦戦していたようである。
,,▲,高級レストラン（スタッフ）,来客数の動き,・観光客が少なくなり、その分、地元の常連客が多くなってきている。ランチは12時過ぎには満席となるが、午後２時頃には落ち着くことが増えている。一方、ディナーは７割程度の入込となっている。11月後半に季節外れの大雪があったことで客足が鈍くなり、全体の来客数は前年を２％下回った。
