Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,お客様の様子,・雪解けが早く人の動きが活発であり、売上が増加している。
,,○,一般小売店［土産］（店員）,単価の動き,・買上点数は依然として低い水準であるが、単価は３か月前と比較して若干上昇している。
,,○,衣料品専門店（店長）,単価の動き,・単価は低下傾向にあったが、品質の良い高単価の商品が売れるようになっている。
,,○,住関連専門店（営業担当）,来客数の動き,・降雪量が少なく、平年より気温も高いこともあり、来客数が増加している。また、客の購入意欲が活発であり、自転車等の春物商材の動きが良い。
,,○,一般レストラン（スタッフ）,来客数の動き,・依然として客単価の前年割れが続いているが、来客数は増加しており、売上も前年を上回っている。
,,○,旅行代理店（従業員）,販売量の動き,・海外旅行需要に復調の兆しが出ている。
,,○,旅行代理店（従業員）,販売量の動き,・海外旅行は充分に回復していないが、国内旅行は一気に回復の軌道に乗っており、特に沖縄方面のツアーが好調に推移している。沖縄以外の方面のツアーも催行率が高まっている。
,,○,観光名所（役員）,来客数の動き,・冬のイベントが功を奏したこともあり、今月の前半は道外客の動きが好調であり、道内客も単価は低下したままではあるが、来客数は増加している。
,,□,商店街（代表者）,単価の動き,・今年は暖冬なこともあり来客数は増加しているが、購入単価が低下しており、売上が伸び悩んでいる。
,,□,商店街（代表者）,お客様の様子,・春物の最盛期ということで、売上増加を見込んだが、今一つ客の購買意欲に盛り上がりがない。
,,□,百貨店（売場主任）,単価の動き,・春物商材をプロパー価格で販売しているが、セール商品を買い求める客が多く、売上が低迷している。
,,□,スーパー（店長）,単価の動き,・一点単価、客単価ともに低水準であり、回転数も上昇していない。
,,□,スーパー（店長）,販売量の動き,・新入学や新生活関連の衣料、家具の売上が低迷している。
,,□,スーパー（店長）,来客数の動き,・単価、来客数ともに低水準のままである。
,,□,スーパー（店長）,単価の動き,・様々なカテゴリーの商品単価の低下が続き、今月は野菜や果物等の価格が特に低下しており、来客数を維持しても売上を確保できない状態である。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数は前年を上回っているが、客単価が低下している。
,,□,乗用車販売店（従業員）,単価の動き,・受注は増加しているが小型車の比率が異常に高く、単価がかなり低下している。
,,□,その他専門店［医薬品］（経営者）,単価の動き,・小容量品の販売個数が増加している。
,,□,高級レストラン（スタッフ）,お客様の様子,・個室利用のグループ客が前年に比べて２倍に増加したが、全体の売上は前年並みである。
,,□,スナック（経営者）,来客数の動き,・今月は送別会などで早い時間帯は団体客が来店したが、その後の時間帯は、全く客が来ない。
,,□,タクシー運転手,お客様の様子,・３月は12月に次いでタクシーの利用が多い月であるが、暖冬の影響もあり、利用客数が夜間を中心に例年と比べて低迷している。
,,□,美容室（経営者）,お客様の様子,・店販品の売上が若干増加しているが、売上全体でみるとあまり変化がない。
,,□,住宅販売会社（従業員）,単価の動き,・販売単価は、相変わらず厳しい状況にあるが、来客数はほとんど変化がない。
,,□,住宅販売会社（従業員）,お客様の様子,・低価格品はそれなりに動きがあるが、高額商品の動きが鈍い。
,,▲,百貨店（売場主任）,来客数の動き,・来客数の減少に加え、宝石、毛皮等の高額品の動きが相変わらず低調である。
,,▲,スーパー（店長）,単価の動き,・生鮮食品や加工食品の単価が低下している。
,,▲,スーパー（企画担当）,単価の動き,・前年と比べて来客数は増加しているものの、買上点数が大幅な回復には至っておらず、販売単価の低下が続いている。
,,▲,衣料品専門店（店員）,単価の動き,・新卒者向けのスーツ等の売上を期待したが芳しくなく、Ｔシャツ等の低単価の商品のみが動いている。
,,▲,家電量販店（店員）,販売量の動き,・３月は需要期であるが、売上、販売量ともに増加せず、例年の３月の実績の中で最低水準である。
,,▲,高級レストラン（スタッフ）,単価の動き,・個人客、団体客ともにランチ単価がかなり低下しており、店の回転率も上昇していない。
,,▲,観光型ホテル（経営者）,来客数の動き,・宿泊客数が若干減少し、宴会客数も１割近く減少している。
,,▲,タクシー運転手,来客数の動き,・歓送迎会シーズンであるが、繁華街の人出が少ない。
,,▲,美容室（経営者）,お客様の様子,・例年は卒業式や結婚式等の際に必ず美容院を利用していたが、今年はそのような動きがあまりみられない。
,,×,商店街（代表者）,お客様の様子,・人の動きがなく、来客数が減少している。
,,×,百貨店（売場主任）,来客数の動き,・来客数が大幅に減少し、平均単価も上昇していない。
,,×,コンビニ（エリア担当）,販売量の動き,・客単価が低下している。
,,×,スナック（経営者）,お客様の様子,・３月、４月は異動の時期であるが予約の入りが遅く、予算も低い。
,,×,旅行代理店（従業員）,来客数の動き,・旅行シーズンの到来にもかかわらず、客からの電話や来客数が少ない。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（経営者）,受注量や販売量の動き,・荷動きのピークである12月ほどではないが動きは良い。
,,○,通信業（営業担当）,受注量や販売量の動き,・商談件数が増加しており、大型案件の受注も増加している。
,,○,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・３月の前半はあまり良くないが、後半から忙しくなり、やや回復している。
,,□,食料品製造業（団体役員）,受注価格や販売価格の動き,・受注件数や出荷量は増加しているが、価格競争が激しく、売上は低迷したままである。
,,□,司法書士,取引先の様子,・依然として、不動産の取引が低迷している。
,,□,その他非製造業［機械卸売］（従業員）,受注量や販売量の動き,・例年、年度末には決算対策の駆け込み受注があるが、ユーザーの余裕がなくなり「必要なものは、必要な時に、必要なだけ購入する」という状況が徹底されたためか、今年は期待したほどには売上が増加していない。
,,▲,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・例年に比べて受注量が大幅に減少している。
,,▲,金属製品製造業（統括）,取引先の様子,・業界内で経営不振の噂話が多く、実際に倒産も増加している。
,,▲,輸送業（支店長）,取引先の様子,・運賃等の値引き要求が頻繁にあることに加え、新年度に向けての新規案件が大幅に減少している。
,,▲,輸送業（営業担当）,受注量や販売量の動き,・貨物量の減少に加え、値下げ要請が強まっている。
,,▲,その他サービス業［システムハウス］（経営者）,取引先の様子,・仕事の案件がいくつかあるが、具体的にスタートの決まっているものが非常に少ない。予算、規模についても今後どうなるかみえない状況である。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,求人情報誌製作会社（編集者）,求人数の動き,・求人数の減少幅が緩やかになり、下げ止まり感がある。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・求人広告の取扱件数に下げ止まり感がでてきている。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・３月は求人件数が増加する時期であるが、この時期の割にはあまり伸びていない。
,,□,職業安定所（職員）,求人数の動き,・依然として有効求人倍率が低水準のままで推移している。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・建設業の求人数は持ち直したものの、他の業種については全般にわたり前年を下回っている。
,,▲,新聞社［求人広告］（担当者）,求人数の動き,・地域経済を支えてきた基幹産業の衰退に加え、大手スーパー、中堅ホテルの撤退で雇用情勢が厳しくなり、求人数が低調な中で、求職者数が増加している。
,,×,人材派遣会社（社員）,採用者数の動き,・就職率が悪く、新卒者の就職率が低下している。
,,×,新聞社［求人広告］（担当者）,求人数の動き,・求人募集広告が落ち込んでいる。
,,×,職業安定所（職員）,求職者数の動き,・新規求職者数の増加が続いており、前年と比較した増加幅も２けたになっている。
,,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,－,－,－
,,○,一般小売店［書籍］（経営者）,販売量の動き,・教科書販売では、紙の辞典だけでなく電子辞書が好調な売行きを見せている。
